0,158 
1,78 
2,78 
3,121 
4,147 
5,174 
6,180 
7,241 
8,245 
9,251 
10,309 
11,299 
12,315 
13,332 
14,329 
15,327 
16,360 
17,394 
18,416 
19,400 
20,453 
21,477 
22,501 
23,615 
24,690 
25,738 
26,851 
27,907 
28,1116 
29,1166 
30,1277 
31,1396 
32,1439 
33,1564 
34,1465 
35,1458 
36,1500 
37,1473 
38,1408 
39,1315 
40,1263 
41,1248 
42,1176 
43,998 
44,953 
45,824 
46,701 
47,627 
48,511 
49,478 
50,397 
51,406 
52,348 
53,349 
54,360 
55,330 
56,314 
57,318 
58,298 
59,326 
60,290 
61,298 
62,339 
63,327 
64,352 
65,363 
66,409 
67,378 
68,389 
69,419 
70,429 
71,457 
72,443 
73,435 
74,455 
75,455 
76,503 
77,447 
78,454 
79,477 
80,410 
81,387 
82,379 
83,379 
84,343 
85,352 
86,335 
87,309 
88,291 
89,313 
90,266 
91,251 
92,238 
93,231 
94,265 
95,222 
96,237 
97,202 
98,187 
99,179 
100,199 
101,158 
102,182 
103,181 
104,148 
105,140 
106,138 
107,128 
108,159 
109,155 
110,133 
111,140 
112,140 
113,153 
114,134 
115,126 
116,158 
117,135 
118,136 
119,136 
120,149 
121,149 
122,144 
123,149 
124,140 
125,157 
126,150 
127,139 
128,132 
129,132 
130,112 
131,136 
132,131 
133,124 
134,103 
135,104 
136,149 
137,135 
138,107 
139,99 
140,144 
141,143 
142,108 
143,104 
144,111 
145,108 
146,131 
147,125 
148,144 
149,140 
150,161 
151,144 
152,129 
153,135 
154,141 
155,256 
156,275 
157,167 
158,243 
159,208 
160,297 
161,264 
162,403 
163,260 
164,334 
165,312 
166,310 
167,351 
168,303 
169,195 
170,158 
171,234 
172,366 
173,276 
174,326 
175,418 
176,308 
177,274 
178,663 
179,808 
180,1150 
181,471 
182,669 
183,418 
184,519 
185,524 
186,563 
187,513 
188,512 
189,608 
190,477 
191,532 
192,543 
193,471 
194,579 
195,602 
196,625 
197,641 
198,767 
199,809 
200,573 
201,616 
202,568 
203,560 
204,529 
205,696 
206,594 
207,781 
208,635 
209,865 
210,656 
211,407 
212,265 
213,276 
214,340 
215,387 
216,527 
217,342 
218,428 
219,324 
220,604 
221,741 
222,613 
223,412 
224,650 
225,580 
226,361 
227,296 
228,287 
229,413 
230,574 
231,512 
232,515 
233,491 
234,539 
235,543 
236,180 
237,61 
238,56 
239,40 
240,49 
241,39 
242,39 
243,30 
244,24 
245,27 
246,30 
247,27 
248,31 
249,37 
250,25 
251,26 
252,25 
253,14 
254,24 
255,44 
