0,87 
1,193 
2,205 
3,159 
4,185 
5,119 
6,111 
7,141 
8,118 
9,122 
10,121 
11,101 
12,132 
13,102 
14,108 
15,111 
16,130 
17,138 
18,133 
19,129 
20,94 
21,119 
22,101 
23,90 
24,129 
25,129 
26,119 
27,147 
28,148 
29,159 
30,155 
31,125 
32,123 
33,135 
34,153 
35,149 
36,152 
37,150 
38,152 
39,160 
40,176 
41,168 
42,151 
43,199 
44,204 
45,186 
46,219 
47,187 
48,256 
49,233 
50,238 
51,264 
52,263 
53,300 
54,297 
55,319 
56,320 
57,329 
58,367 
59,379 
60,435 
61,468 
62,470 
63,515 
64,532 
65,561 
66,506 
67,524 
68,556 
69,537 
70,589 
71,622 
72,616 
73,639 
74,590 
75,590 
76,539 
77,563 
78,540 
79,490 
80,469 
81,447 
82,459 
83,461 
84,477 
85,453 
86,470 
87,458 
88,487 
89,471 
90,522 
91,574 
92,550 
93,540 
94,551 
95,561 
96,585 
97,611 
98,579 
99,582 
100,645 
101,728 
102,764 
103,748 
104,782 
105,800 
106,855 
107,855 
108,780 
109,895 
110,902 
111,951 
112,1034 
113,1111 
114,1166 
115,1127 
116,1134 
117,1114 
118,990 
119,1033 
120,937 
121,1154 
122,1186 
123,1041 
124,947 
125,955 
126,973 
127,1149 
128,1189 
129,745 
130,1040 
131,1153 
132,1986 
133,908 
134,1001 
135,966 
136,754 
137,658 
138,487 
139,663 
140,680 
141,891 
142,931 
143,785 
144,644 
145,466 
146,426 
147,414 
148,446 
149,590 
150,601 
151,508 
152,488 
153,457 
154,424 
155,469 
156,499 
157,453 
158,704 
159,900 
160,858 
161,784 
162,682 
163,840 
164,1022 
165,832 
166,699 
167,1195 
168,1024 
169,911 
170,705 
171,506 
172,502 
173,584 
174,601 
175,540 
176,667 
177,703 
178,310 
179,132 
180,119 
181,110 
182,92 
183,101 
184,89 
185,73 
186,88 
187,86 
188,89 
189,99 
190,76 
191,99 
192,98 
193,84 
194,94 
195,82 
196,75 
197,72 
198,76 
199,79 
200,80 
201,76 
202,80 
203,55 
204,66 
205,74 
206,55 
207,60 
208,67 
209,72 
210,68 
211,53 
212,54 
213,38 
214,65 
215,60 
216,55 
217,48 
218,73 
219,57 
220,43 
221,45 
222,45 
223,33 
224,51 
225,39 
226,53 
227,49 
228,54 
229,47 
230,38 
231,39 
232,32 
233,36 
234,39 
235,21 
236,41 
237,31 
238,36 
239,32 
240,26 
241,31 
242,38 
243,23 
244,19 
245,31 
246,35 
247,13 
248,25 
249,31 
250,38 
251,39 
252,27 
253,19 
254,8 
255,0 
