0,23 
1,36 
2,88 
3,115 
4,152 
5,149 
6,162 
7,130 
8,122 
9,160 
10,143 
11,154 
12,152 
13,122 
14,152 
15,182 
16,161 
17,143 
18,123 
19,126 
20,120 
21,126 
22,156 
23,170 
24,148 
25,191 
26,176 
27,166 
28,182 
29,182 
30,217 
31,175 
32,218 
33,239 
34,250 
35,214 
36,250 
37,251 
38,267 
39,295 
40,293 
41,307 
42,326 
43,344 
44,359 
45,377 
46,401 
47,411 
48,467 
49,474 
50,466 
51,536 
52,568 
53,602 
54,618 
55,631 
56,671 
57,682 
58,677 
59,690 
60,764 
61,774 
62,783 
63,714 
64,718 
65,701 
66,597 
67,630 
68,568 
69,533 
70,568 
71,588 
72,534 
73,537 
74,585 
75,642 
76,695 
77,652 
78,658 
79,573 
80,617 
81,645 
82,658 
83,678 
84,695 
85,784 
86,953 
87,1022 
88,926 
89,956 
90,910 
91,997 
92,1061 
93,1112 
94,1067 
95,1187 
96,1169 
97,1122 
98,1152 
99,1248 
100,1492 
101,1350 
102,1192 
103,1072 
104,1127 
105,1088 
106,965 
107,1094 
108,1703 
109,1359 
110,2050 
111,957 
112,964 
113,957 
114,703 
115,1128 
116,1024 
117,951 
118,780 
119,776 
120,814 
121,766 
122,538 
123,510 
124,503 
125,476 
126,569 
127,703 
128,639 
129,627 
130,501 
131,403 
132,422 
133,566 
134,665 
135,1130 
136,1081 
137,941 
138,952 
139,738 
140,787 
141,1079 
142,1405 
143,1082 
144,1044 
145,1059 
146,1015 
147,634 
148,319 
149,173 
150,294 
151,189 
152,112 
153,130 
154,114 
155,108 
156,101 
157,81 
158,119 
159,118 
160,75 
161,98 
162,99 
163,91 
164,86 
165,97 
166,89 
167,112 
168,88 
169,105 
170,97 
171,78 
172,77 
173,90 
174,87 
175,81 
176,74 
177,79 
178,94 
179,94 
180,75 
181,71 
182,78 
183,77 
184,77 
185,82 
186,81 
187,86 
188,72 
189,69 
190,83 
191,76 
192,73 
193,68 
194,59 
195,85 
196,60 
197,74 
198,75 
199,66 
200,48 
201,60 
202,46 
203,69 
204,59 
205,61 
206,61 
207,60 
208,57 
209,43 
210,57 
211,53 
212,63 
213,53 
214,49 
215,44 
216,45 
217,39 
218,60 
219,54 
220,46 
221,36 
222,48 
223,39 
224,46 
225,54 
226,35 
227,41 
228,36 
229,38 
230,31 
231,47 
232,39 
233,28 
234,22 
235,48 
236,33 
237,29 
238,31 
239,23 
240,20 
241,23 
242,20 
243,24 
244,21 
245,27 
246,16 
247,13 
248,23 
249,22 
250,15 
251,30 
252,21 
253,25 
254,23 
255,69 
